patient_id,dataset,is_lesion,fg_voxels,fg_pct,bbox_size,dist_to_center
Unknown,Unknown,True,26482,0.6313800811767578,0,3.244526142031154
Unknown,Unknown,True,59455,1.4175176620483398,0,71.8604519841046
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,3078,0.07338523864746094,0,56.08623914577579
Unknown,Unknown,True,1353,0.032258033752441406,0,39.47642585280997
Unknown,Unknown,True,20151,0.4804372787475586,0,21.64725875190977
Unknown,Unknown,True,8740,0.20837783813476562,0,22.15790223659832
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,10231,0.2439260482788086,0,13.89163987592943
Unknown,Unknown,True,3219,0.07674694061279297,0,21.902181394323417
Unknown,Unknown,True,27557,0.6570100784301758,0,76.51184906713038
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,116,0.002765655517578125,0,157.95320516351035
Unknown,Unknown,True,20155,0.4805326461791992,0,127.01478201705996
Unknown,Unknown,True,8310,0.19812583923339844,0,19.78644951929865
Unknown,Unknown,True,14850,0.3540515899658203,0,19.120640607816835
Unknown,Unknown,True,627,0.014948844909667969,0,70.24165335290068
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,20391,0.4861593246459961,0,86.01343460516472
Unknown,Unknown,True,327,0.007796287536621094,0,16.36719841367261
Unknown,Unknown,True,463,0.011038780212402344,0,69.29197240475382
Unknown,Unknown,True,6508,0.15516281127929688,0,26.7458709874384
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,68019,1.621699333190918,0,27.694872311941307
Unknown,Unknown,True,2180,0.051975250244140625,0,122.88611483936985
